151,	12,	1,	0
439,	27,	1,	0
440,	27,	1,	0
543,	27,	4,	0
547,	34,	1,	0
558,	12,	1,	0
569,	12,	1,	0
578,	12,	1,	0
666,	12,	1,	0
670,	12,	1,	0
676,	12,	4,	0
689,	34,	4,	0
689,	39,	4,	0
706,	4,	57,	0
706,	34,	57,	0
745,	12,	22,	0
788,	12,	7,	0
892,	37,	1,	0
892,	49,	1,	0
901,	12,	1,	0
933,	12,	1,	0
959,	12,	1,	0
974,	12,	22,	0
1247,	40,	0,	0
1479,	44,	5,	0
1479,	34,	5,	0
1483,	12,	1,	0
1490,	12,	1,	0
1505,	12,	22,	0
1523,	12,	11,	0
1554,	12,	0,	0
1554,	12,	0,	0
1554,	12,	0,	0
1680,	12,	298,	0
1684,	40,	0,	0
1849,	4,	6,	0
1849,	34,	6,	0
1870,	12,	1,	0
2020,	43,	5,	0
2020,	34,	5,	0
2029,	12,	1,	0
2065,	39,	12,	0
2065,	34,	12,	0
2284,	12,	7,	0
2336,	8,	61,	0
2435,	12,	1,	0
2649,	12,	1,	0
2768,	12,	7,	0
2799,	12,	1,	0
2914,	4,	1,	0
2914,	34,	1,	0
2949,	37,	0,	0
2949,	38,	0,	0
3059,	9,	0,	0
3288,	12,	243,	0
3293,	12,	5,	0
3293,	2,	5,	0
3294,	2,	5,	0
3355,	12,	5,	0
3435,	12,	1,	0
3758,	12,	1,	0
3766,	12,	1,	0
3770,	12,	1,	0
4007,	12,	19,	0
4229,	12,	74,	0
4293,	12,	1,	0
4319,	12,	22,	0
4374,	12,	1,	0
4398,	12,	1,	0
4399,	26,	1,	0
4399,	30,	1,	0
4446,	12,	6,	0
4643,	4,	1,	0
4643,	34,	1,	0
4669,	39,	12,	0
4669,	34,	12,	0
4683,	12,	1,	0
4814,	12,	1,	0
4815,	12,	1,	0
4832,	33,	2,	0
5072,	12,	6,	0
5110,	12,	1,	0
5123,	39,	4,	0
5123,	34,	4,	0
5125,	32,	1,	0
5186,	12,	1,	0
5340,	4,	1,	0
5340,	34,	1,	0
5366,	12,	1,	0
5563,	12,	1,	0
5674,	48,	1,	0
5826,	27,	7,	0
5848,	12,	6,	0
6001,	27,	1,	0
6100,	12,	7,	0
6187,	12,	234,	0
6267,	27,	7,	0
6388,	12,	1,	0
6390,	12,	1,	0
6445,	12,	43,	0
6453,	12,	43,	0
6463,	12,	7,	0
6632,	12,	1,	0
6647,	34,	1,	0
6670,	4,	14,	0
6670,	34,	14,	0
6699,	12,	48,	0
6701,	12,	48,	0
6707,	12,	7,	0
6708,	12,	7,	0
6842,	27,	1,	0
6879,	12,	1,	0
6951,	27,	7,	0
7021,	27,	7,	0
7035,	27,	330,	0
7130,	12,	1,	0
7131,	28,	1,	0
7141,	27,	1,	0
7146,	27,	7,	0
7564,	12,	7,	0
7629,	39,	12,	0
7629,	34,	12,	0
7788,	9,	1,	0
7795,	48,	1,	0
7853,	27,	7,	0
7862,	27,	315,	0
8153,	27,	7,	0
8154,	12,	7,	0
8411,	39,	117,	0
8411,	34,	117,	0
8455,	4,	1,	0
8455,	34,	1,	0
8457,	12,	1,	0
8505,	12,	1,	0
8505,	30,	1,	0
