2,	19,	6818
2,	19,	6818
3,	19,	34
3,	19,	34
13,	19,	12
13,	19,	12
29,	19,	41
29,	19,	41
36,	19,	437
56,	19,	1582
56,	19,	1582
103,	19,	101
106,	19,	80
111,	19,	110
128,	19,	553
133,	19,	132
147,	19,	146
148,	19,	146
158,	19,	554
166,	19,	944
168,	19,	167
179,	19,	168
188,	19,	187
200,	19,	199
224,	19,	223
237,	19,	236
261,	19,	260
262,	19,	271
268,	19,	267
268,	19,	267
269,	19,	267
269,	19,	268
278,	19,	277
280,	19,	280
285,	19,	429
305,	19,	304
306,	19,	304
307,	19,	416
313,	19,	312
316,	19,	315
327,	19,	327
328,	19,	1453
341,	19,	340
342,	19,	372
347,	19,	346
348,	19,	346
372,	19,	342
385,	19,	729
387,	19,	350
387,	19,	351
388,	19,	499
390,	19,	323
391,	19,	611
392,	19,	2549
393,	19,	412
401,	19,	400
410,	19,	813
412,	19,	411
412,	19,	393
417,	19,	429
424,	19,	437
424,	19,	437
434,	19,	433
444,	19,	443
451,	19,	507
540,	19,	580
548,	19,	547
557,	19,	556
593,	19,	1929
621,	19,	501
655,	19,	654
655,	19,	656
656,	19,	655
685,	19,	691
687,	19,	686
717,	19,	721
721,	19,	717
721,	19,	717
722,	19,	723
738,	19,	1079
746,	19,	745
748,	19,	805
748,	19,	805
766,	19,	953
773,	19,	765
780,	19,	1105
780,	19,	1105
784,	19,	2522
785,	19,	2880
787,	19,	963
789,	19,	2275
789,	19,	2275
793,	19,	1524
798,	19,	9720
806,	19,	805
917,	19,	1302
921,	19,	920
932,	19,	939
935,	19,	554
939,	19,	932
957,	19,	1341
1037,	19,	1753
1038,	19,	1030
1040,	19,	1039
1041,	19,	1069
1041,	19,	1042
1042,	19,	1041
1046,	19,	1047
1047,	19,	1046
1073,	19,	1077
1089,	19,	1088
1094,	19,	1143
1094,	19,	1095
1095,	19,	1094
1097,	19,	1096
1107,	19,	1116
1116,	19,	1107
1116,	19,	1107
1116,	19,	1117
1117,	19,	1116
1126,	19,	1165
1131,	19,	1406
1140,	19,	795
1189,	19,	1817
1195,	19,	1165
1229,	19,	1229
1254,	19,	4767
1290,	19,	1289
1290,	19,	1289
1291,	19,	1289
1291,	19,	1289
1291,	19,	1290
1292,	19,	1289
1292,	19,	1289
1292,	19,	1290
1297,	19,	1296
1336,	19,	1296
1360,	19,	1368
1361,	19,	818
1364,	19,	1143
1369,	19,	1368
1377,	19,	1699
1379,	19,	636
1388,	19,	1266
1398,	19,	1404
1407,	19,	1406
1408,	19,	1406
1414,	19,	1393
1415,	19,	1415
1454,	19,	525
1457,	19,	1456
1458,	19,	1460
1460,	19,	1458
1471,	19,	1470
1484,	19,	1482
1493,	19,	1495
1505,	19,	1554
1518,	19,	1134
1519,	19,	1531
1525,	19,	1524
1532,	19,	1531
1536,	19,	1551
1536,	19,	1537
1537,	19,	1536
1539,	19,	1160
1541,	19,	1796
1575,	19,	1578
1615,	19,	6103
1658,	19,	1666
1672,	19,	1510
1682,	19,	7936
1759,	19,	1758
1772,	19,	1771
1778,	19,	1777
1814,	19,	1811
1817,	19,	1189
1817,	19,	1189
1859,	19,	1858
1865,	19,	2280
1875,	19,	1886
1876,	19,	1875
1881,	19,	2880
1886,	19,	1875
1893,	19,	1892
1906,	19,	1662
1928,	19,	3021
1944,	19,	1939
1952,	19,	2014
1981,	19,	1980
1983,	19,	1982
1988,	19,	1987
1989,	19,	1987
1989,	19,	1988
2011,	19,	1994
2027,	19,	1946
2037,	19,	2432
2057,	19,	2062
2059,	19,	2096
2064,	19,	2067
2073,	19,	2469
2082,	19,	2081
2085,	19,	2123
2106,	19,	2115
2115,	19,	2114
2115,	19,	2106
2140,	19,	2399
2142,	19,	2402
2193,	19,	2290
2211,	19,	6052
2230,	19,	3899
2236,	19,	2235
2237,	19,	2235
2238,	19,	2235
2277,	19,	2276
2287,	19,	3960
2300,	19,	2096
2319,	19,	2327
2325,	19,	1912
2365,	19,	2694
2385,	19,	2384
2392,	19,	3315
2398,	19,	3737
2398,	19,	2730
2400,	19,	2399
2402,	19,	2356
2402,	19,	2356
2402,	19,	2371
2402,	19,	2142
2413,	19,	2413
2434,	19,	2045
2437,	19,	2050
2448,	19,	2060
2462,	19,	2461
2483,	19,	2482
2488,	19,	2099
2508,	19,	2118
2513,	19,	2127
2519,	19,	2649
2519,	19,	2649
2519,	19,	3457
2520,	19,	2935
2533,	19,	2532
2555,	19,	2554
2559,	19,	2835
2573,	19,	4684
2601,	19,	2600
2611,	19,	3565
2628,	19,	2628
2670,	19,	2655
2730,	19,	2398
2804,	19,	3096
2806,	19,	3089
2808,	19,	3096
2821,	19,	3013
2832,	19,	2831
2844,	19,	2843
2890,	19,	2889
2914,	19,	2788
2919,	19,	3178
2923,	19,	2924
2946,	19,	930
2946,	19,	930
2950,	19,	2951
2955,	19,	2955
2962,	19,	2960
2973,	19,	2864
2980,	19,	2979
2994,	19,	6886
3006,	19,	3130
3009,	19,	2995
3014,	19,	3013
3015,	19,	3323
3025,	19,	3030
3025,	19,	3030
3025,	19,	3026
3026,	19,	3025
3026,	19,	3030
3043,	19,	3046
3047,	19,	3016
3048,	19,	3213
3049,	19,	3213
3049,	19,	3048
3049,	19,	3213
3052,	19,	3020
3075,	19,	3376
3076,	19,	6354
3076,	19,	6355
3078,	19,	3079
3079,	19,	3078
3090,	19,	3461
3094,	19,	3465
3106,	19,	2842
3159,	19,	3158
3162,	19,	3154
3163,	19,	2898
3172,	19,	3179
3172,	19,	3179
3174,	19,	2898
3176,	19,	3170
3216,	19,	3215
3222,	19,	3624
3240,	19,	3214
3240,	19,	3215
3260,	19,	3259
3263,	19,	3262
3288,	19,	3287
3322,	19,	3321
3334,	19,	4091
3334,	19,	4092
3345,	19,	3588
3368,	19,	3490
3368,	19,	3491
3377,	19,	3376
3386,	19,	8106
3386,	19,	8107
3403,	19,	3424
3423,	19,	3403
3443,	19,	3432
3456,	19,	3566
3457,	19,	2519
3470,	19,	3096
3482,	19,	3103
3500,	19,	6674
3500,	19,	6675
3500,	19,	6676
3526,	19,	3540
3534,	19,	3533
3552,	19,	3852
3552,	19,	3853
3585,	19,	3561
3620,	19,	9356
3620,	19,	9357
3646,	19,	4348
3646,	19,	4349
3646,	19,	4350
3665,	19,	3664
3666,	19,	3258
3735,	19,	3802
3735,	19,	3803
3745,	19,	3742
3745,	19,	3743
3745,	19,	3744
3745,	19,	3746
3745,	19,	3747
3757,	19,	3756
3766,	19,	3770
3777,	19,	3053
3777,	19,	3054
3805,	19,	3804
3810,	19,	6817
3810,	19,	6818
3814,	19,	4118
3814,	19,	4119
3814,	19,	4120
3815,	19,	4118
3815,	19,	4119
3815,	19,	4120
3817,	19,	8603
3817,	19,	8604
3821,	19,	4106
3821,	19,	4107
3821,	19,	4108
3848,	19,	4131
3848,	19,	4132
3891,	19,	2217
3891,	19,	2218
3902,	19,	3901
3930,	19,	4111
3933,	19,	3932
3941,	19,	3969
3948,	19,	3969
3952,	19,	3954
3952,	19,	3953
3953,	19,	3952
3953,	19,	3954
3954,	19,	3952
3954,	19,	3953
3978,	19,	3977
3993,	19,	3214
3993,	19,	3215
3995,	19,	3994
4004,	19,	8603
4004,	19,	8604
4005,	19,	4075
4010,	19,	6000
4013,	19,	4009
4013,	19,	4010
4022,	19,	4022
4024,	19,	4023
4027,	19,	4026
4045,	19,	4045
4049,	19,	4106
4069,	19,	4068
4095,	19,	3027
4095,	19,	3723
4095,	19,	3724
4095,	19,	3725
4109,	19,	4108
4109,	19,	4110
4110,	19,	4109
4115,	19,	4142
4130,	19,	4144
4132,	19,	3848
4145,	19,	4144
4146,	19,	4144
4147,	19,	4144
4157,	19,	4200
4162,	19,	4600
4162,	19,	4601
4162,	19,	4602
4164,	19,	4163
4166,	19,	4165
4171,	19,	6064
4171,	19,	6065
4198,	19,	4131
4198,	19,	4132
4212,	19,	4229
4224,	19,	4685
4224,	19,	4686
4224,	19,	4687
4224,	19,	4689
4224,	19,	4690
4238,	19,	4720
4249,	19,	4236
4256,	19,	4255
4266,	19,	4451
4269,	19,	4288
4270,	19,	4170
4276,	19,	4781
4284,	19,	3950
4284,	19,	3951
4284,	19,	3952
4284,	19,	3953
4284,	19,	3954
4300,	19,	3610
4300,	19,	3611
4300,	19,	3612
4314,	19,	4313
4323,	19,	4471
4324,	19,	4324
4352,	19,	4351
4354,	19,	4369
4366,	19,	4365
4368,	19,	4396
4370,	19,	4369
4373,	19,	6470
4374,	19,	4394
4374,	19,	4395
4374,	19,	4396
4374,	19,	4398
4374,	19,	4399
4393,	19,	4917
4393,	19,	4918
4397,	19,	4396
4405,	19,	4404
4406,	19,	4390
4406,	19,	4391
4419,	19,	4367
4419,	19,	4368
4419,	19,	4397
4422,	19,	4394
4422,	19,	4395
4422,	19,	4396
4422,	19,	4398
4422,	19,	4399
4429,	19,	4738
4452,	19,	4451
4465,	19,	4464
4466,	19,	4464
4467,	19,	7730
4467,	19,	4468
4468,	19,	4467
4488,	19,	4487
4497,	19,	4496
4514,	19,	4513
4516,	19,	4515
4517,	19,	4513
4517,	19,	4514
4517,	19,	4515
4517,	19,	4516
4517,	19,	4517
4531,	19,	4530
4531,	19,	4531
4531,	19,	4532
4535,	19,	4533
4535,	19,	4534
4535,	19,	4535
4539,	19,	4538
4547,	19,	4546
4589,	19,	4550
4589,	19,	4551
4589,	19,	4552
4591,	19,	4590
4599,	19,	4598
4605,	19,	9079
4627,	19,	4626
4628,	19,	4626
4628,	19,	4629
4629,	19,	4628
4638,	19,	4648
4687,	19,	4688
4687,	19,	5202
4687,	19,	5203
4701,	19,	4700
4755,	19,	4754
4773,	19,	4772
4798,	19,	6467
4798,	19,	6468
4811,	19,	4810
4811,	19,	4823
4818,	19,	4816
4818,	19,	4817
4818,	19,	4818
4822,	19,	5345
4822,	19,	5346
4823,	19,	4811
4825,	19,	4296
4825,	19,	4297
4825,	19,	4298
4832,	19,	5035
4832,	19,	5036
4841,	19,	4888
4865,	19,	5459
4865,	19,	5460
4865,	19,	5461
4877,	19,	6196
4889,	19,	4888
4921,	19,	4923
4921,	19,	4922
4922,	19,	4921
4924,	19,	4923
4938,	19,	4858
4941,	19,	5451
4952,	19,	4951
4956,	19,	4958
4956,	19,	4959
4995,	19,	4994
5001,	19,	4990
5028,	19,	5062
5031,	19,	5017
5035,	19,	5089
5035,	19,	5090
5035,	19,	5091
5064,	19,	8429
5084,	19,	5108
5090,	19,	5089
5112,	19,	5565
5115,	19,	5114
5119,	19,	5411
5121,	19,	5122
5131,	19,	5130
5143,	19,	5142
5143,	19,	5144
5143,	19,	5145
5144,	19,	4637
5144,	19,	4638
5144,	19,	4639
5153,	19,	5169
5158,	19,	5157
5163,	19,	5185
5178,	19,	5177
5182,	19,	4677
5186,	19,	5185
5221,	19,	5220
5252,	19,	5285
5252,	19,	5286
5252,	19,	5288
5252,	19,	5289
5278,	19,	5277
5314,	19,	5364
5373,	19,	5372
5381,	19,	4858
5401,	19,	5400
5405,	19,	4891
5405,	19,	4892
5405,	19,	4893
5405,	19,	4894
5413,	19,	5412
5413,	19,	5412
5429,	19,	5428
5440,	19,	5439
5446,	19,	5446
5450,	19,	5861
5451,	19,	5449
5451,	19,	5450
5461,	19,	5460
5461,	19,	5460
